,features,importance
4,AGE,0.03286871686577797
3,11760223_at_nan,0.025867097079753876
1,11748101_a_at_RUNX1T1,0.02402043156325817
2,11742943_a_at_CKM,0.023877248167991638
0,11762503_at_11762535_at,0.014174762181937695
